  cell  ,E,W,N,S
"(378, 223)",0,0,1,1
"(379, 223)",0,0,1,0
"(380, 223)",1,0,0,1
"(381, 223)",0,0,1,1
"(382, 223)",0,1,1,0
"(383, 223)",1,1,0,0
"(384, 223)",1,0,0,0
"(385, 223)",1,0,0,1
"(386, 223)",0,1,1,0
"(387, 223)",1,1,0,0
"(388, 223)",1,0,0,1
"(389, 223)",0,0,1,1
"(390, 223)",1,0,1,1
"(391, 223)",0,0,1,1
"(392, 223)",0,0,1,0
"(393, 223)",0,1,0,1
"(394, 223)",0,1,1,0
"(395, 223)",1,0,0,1
"(396, 223)",0,1,1,0
"(397, 223)",1,1,0,0
"(398, 223)",1,1,0,0
"(399, 223)",0,1,0,1
"(400, 223)",1,0,1,0
"(1, 224)",0,1,0,1
"(2, 224)",1,0,1,0
"(3, 224)",1,1,0,0
"(4, 224)",0,1,0,0
"(5, 224)",1,0,0,1
"(6, 224)",0,1,1,0
"(7, 224)",1,1,0,0
"(8, 224)",1,1,0,0
"(9, 224)",1,0,0,1
"(10, 224)",0,0,1,1
"(11, 224)",1,0,1,0
"(12, 224)",0,0,0,1
"(13, 224)",1,1,1,0
"(14, 224)",0,1,0,0
"(15, 224)",0,1,0,1
"(16, 224)",0,0,1,1
"(17, 224)",0,0,1,1
"(18, 224)",1,0,1,0
"(19, 224)",1,0,0,0
"(20, 224)",0,1,0,1
"(21, 224)",0,1,1,0
"(22, 224)",1,0,0,1
"(23, 224)",0,1,1,0
"(24, 224)",1,1,0,1
"(25, 224)",0,0,1,1
"(26, 224)",0,0,1,0
"(27, 224)",0,1,0,1
"(28, 224)",1,0,1,0
"(29, 224)",1,0,0,1
"(30, 224)",0,0,1,1
"(31, 224)",0,1,1,0
"(32, 224)",1,0,0,1
"(33, 224)",0,0,1,1
"(34, 224)",0,0,1,1
"(35, 224)",1,1,1,0
"(36, 224)",1,0,0,1
"(37, 224)",0,1,1,0
"(38, 224)",0,1,0,1
"(39, 224)",0,0,1,1
"(40, 224)",0,0,1,1
"(41, 224)",1,0,1,0
"(42, 224)",0,1,0,0
"(43, 224)",1,1,0,1
"(44, 224)",1,0,1,0
"(45, 224)",0,1,0,1
"(46, 224)",0,0,1,1
"(47, 224)",1,0,1,0
"(48, 224)",1,0,0,1
"(49, 224)",0,1,1,0
"(50, 224)",1,1,0,0
"(51, 224)",1,1,0,0
"(52, 224)",0,1,0,1
"(53, 224)",0,1,1,0
"(54, 224)",0,1,0,1
"(55, 224)",0,1,1,0
"(56, 224)",1,0,0,1
"(57, 224)",0,0,1,1
"(58, 224)",0,1,1,0
"(59, 224)",1,1,0,0
"(60, 224)",1,1,0,0
"(61, 224)",1,0,0,0
"(62, 224)",1,0,0,1
"(63, 224)",0,1,1,0
"(64, 224)",0,1,0,1
"(65, 224)",0,0,1,1
"(66, 224)",1,0,1,0
"(67, 224)",0,1,0,1
"(68, 224)",0,0,1,1
"(69, 224)",1,0,1,0
"(70, 224)",1,1,0,0
"(71, 224)",0,1,0,1
"(72, 224)",0,0,1,1
"(73, 224)",0,0,1,0
"(74, 224)",1,1,0,1
"(75, 224)",0,1,1,0
"(76, 224)",1,1,0,1
"(77, 224)",0,0,1,1
"(78, 224)",0,0,1,0
"(79, 224)",0,1,0,1
"(80, 224)",1,1,1,0
"(81, 224)",1,1,0,0
"(82, 224)",1,0,0,1
"(83, 224)",0,1,1,0
"(84, 224)",0,1,0,1
"(85, 224)",1,1,1,0
"(86, 224)",1,0,0,1
"(87, 224)",0,0,1,1
"(88, 224)",1,1,1,0
"(89, 224)",1,0,0,1
"(90, 224)",0,1,1,0
"(91, 224)",1,0,0,0
"(92, 224)",1,0,0,1
"(93, 224)",0,1,1,0
"(94, 224)",1,0,0,1
"(95, 224)",0,1,1,0
"(96, 224)",0,0,0,1
"(97, 224)",1,1,1,0
"(98, 224)",1,1,0,1
"(99, 224)",0,0,1,0
"(100, 224)",1,0,0,1
"(101, 224)",1,0,1,1
"(102, 224)",0,0,1,1
"(103, 224)",0,1,1,0
"(104, 224)",1,1,0,0
"(105, 224)",0,1,0,1
"(106, 224)",0,0,1,1
"(107, 224)",0,1,1,0
"(108, 224)",1,1,0,0
"(109, 224)",1,1,0,0
"(110, 224)",1,0,0,1
"(111, 224)",0,1,1,0
"(112, 224)",1,0,0,1
"(113, 224)",1,0,1,0
"(114, 224)",0,1,0,0
"(115, 224)",1,1,0,0
"(116, 224)",0,1,0,1
"(117, 224)",1,0,1,0
"(118, 224)",1,1,0,0
"(119, 224)",0,1,0,1
"(120, 224)",0,0,1,1
"(121, 224)",0,0,1,1
"(122, 224)",0,0,1,1
"(123, 224)",1,0,1,0
"(124, 224)",0,1,0,1
"(125, 224)",1,0,1,1
"(126, 224)",0,0,1,1
"(127, 224)",1,0,1,0
"(128, 224)",1,0,0,1
"(129, 224)",1,0,1,0
"(130, 224)",0,1,0,1
"(131, 224)",1,0,1,0
"(132, 224)",1,0,0,1
"(133, 224)",0,1,1,0
"(134, 224)",0,1,0,0
"(135, 224)",1,1,0,0
"(136, 224)",1,0,0,1
"(137, 224)",1,0,1,1
"(138, 224)",0,1,1,0
"(139, 224)",1,1,0,1
"(140, 224)",0,1,1,0
"(141, 224)",1,0,0,0
"(142, 224)",1,0,0,1
"(143, 224)",0,0,1,1
"(144, 224)",0,1,1,0
"(145, 224)",1,1,0,0
"(146, 224)",0,1,0,1
"(147, 224)",0,1,1,0
"(148, 224)",0,1,0,1
"(149, 224)",1,1,1,0
"(150, 224)",0,1,0,1
"(151, 224)",1,0,1,0
"(152, 224)",1,0,0,1
"(153, 224)",0,0,1,0
"(154, 224)",0,1,0,1
"(155, 224)",1,0,1,0
"(156, 224)",0,1,0,0
"(157, 224)",0,1,0,1
"(158, 224)",1,0,1,1
"(159, 224)",0,0,1,1
"(160, 224)",0,0,1,1
"(161, 224)",0,0,1,1
"(162, 224)",0,1,1,0
"(163, 224)",1,1,0,1
"(164, 224)",1,0,1,0
"(165, 224)",1,1,0,0
"(166, 224)",1,1,0,0
"(167, 224)",1,1,0,0
"(168, 224)",1,0,0,1
"(169, 224)",0,0,1,1
"(170, 224)",0,0,1,1
"(171, 224)",1,0,1,0
"(172, 224)",0,1,0,0
"(173, 224)",1,0,0,1
"(174, 224)",0,1,1,0
"(175, 224)",1,1,0,0
"(176, 224)",1,0,0,0
"(177, 224)",1,1,0,1
"(178, 224)",0,0,1,1
"(179, 224)",0,1,1,0
"(180, 224)",1,1,0,0
"(181, 224)",0,1,0,0
"(182, 224)",1,0,0,1
"(183, 224)",1,0,1,0
"(184, 224)",0,1,0,1
"(185, 224)",0,0,1,1
"(186, 224)",0,1,1,0
"(187, 224)",0,1,0,0
"(188, 224)",0,1,0,1
"(189, 224)",0,1,1,0
"(190, 224)",1,0,0,1
"(191, 224)",1,0,1,0
"(192, 224)",1,0,0,1
"(193, 224)",0,0,1,1
"(194, 224)",0,1,1,0
"(195, 224)",0,1,0,1
"(196, 224)",0,1,1,0
"(197, 224)",0,1,0,1
"(198, 224)",0,1,1,0
"(199, 224)",0,1,0,1
"(200, 224)",0,0,1,1
"(201, 224)",0,0,1,1
"(202, 224)",0,0,1,1
"(203, 224)",1,0,1,0
"(204, 224)",0,1,0,1
"(205, 224)",0,1,1,1
"(206, 224)",0,1,1,0
"(207, 224)",1,0,0,1
"(208, 224)",0,1,1,0
"(209, 224)",1,0,0,1
"(210, 224)",1,0,1,0
"(211, 224)",0,1,0,1
"(212, 224)",0,0,1,1
"(213, 224)",0,1,1,0
"(214, 224)",0,1,0,1
"(215, 224)",1,0,1,0
"(216, 224)",0,0,0,1
"(217, 224)",1,1,1,0
"(218, 224)",0,1,0,1
"(219, 224)",0,1,1,0
"(220, 224)",0,0,0,1
"(221, 224)",0,1,1,1
"(222, 224)",0,0,1,1
"(223, 224)",0,1,1,0
"(224, 224)",0,0,0,1
"(225, 224)",1,0,1,1
"(226, 224)",0,0,1,0
"(227, 224)",1,1,0,0
"(228, 224)",1,1,0,0
"(229, 224)",1,1,0,0
"(230, 224)",1,0,0,1
"(231, 224)",0,0,1,1
"(232, 224)",0,1,1,1
"(233, 224)",1,0,1,0
"(234, 224)",1,0,0,1
"(235, 224)",0,1,1,0
"(236, 224)",0,1,0,1
"(237, 224)",0,1,1,1
"(238, 224)",1,1,1,0
"(239, 224)",1,1,0,0
"(240, 224)",1,0,0,1
"(241, 224)",0,0,1,1
"(242, 224)",1,0,1,0
"(243, 224)",1,0,0,1
"(244, 224)",0,0,1,1
"(245, 224)",0,0,1,1
"(246, 224)",1,1,1,0
"(247, 224)",1,0,0,1
"(248, 224)",0,1,1,0
"(249, 224)",0,1,0,1
"(250, 224)",0,0,1,1
"(251, 224)",1,0,1,0
"(252, 224)",1,1,0,0
"(253, 224)",1,1,0,0
"(254, 224)",1,1,0,0
"(255, 224)",1,1,0,0
"(256, 224)",1,0,0,0
"(257, 224)",1,0,0,1
"(258, 224)",0,0,1,1
"(259, 224)",0,0,1,1
"(260, 224)",0,0,1,1
"(261, 224)",0,1,1,0
"(262, 224)",1,0,0,0
"(263, 224)",0,1,0,1
"(264, 224)",0,1,1,0
"(265, 224)",0,1,0,1
"(266, 224)",1,0,1,0
"(267, 224)",0,0,0,1
"(268, 224)",0,1,1,1
"(269, 224)",0,1,1,0
"(270, 224)",1,0,0,0
"(271, 224)",1,0,0,1
"(272, 224)",1,0,1,0
"(273, 224)",1,0,0,1
"(274, 224)",0,1,1,0
"(275, 224)",1,0,0,1
"(276, 224)",0,1,1,0
"(277, 224)",1,1,0,1
"(278, 224)",1,0,1,0
"(279, 224)",0,0,0,1
"(280, 224)",0,1,1,0
"(281, 224)",1,1,0,0
"(282, 224)",1,1,0,0
"(283, 224)",1,1,0,0
"(284, 224)",1,0,0,1
"(285, 224)",0,0,1,0
"(286, 224)",1,0,0,1
"(287, 224)",0,1,1,0
"(288, 224)",1,1,0,0
"(289, 224)",1,1,0,1
"(290, 224)",1,0,1,0
"(291, 224)",1,0,0,1
"(292, 224)",0,1,1,0
"(293, 224)",0,1,0,1
"(294, 224)",0,0,1,1
"(295, 224)",0,1,1,0
"(296, 224)",0,1,0,1
"(297, 224)",0,0,1,1
"(298, 224)",1,0,1,0
"(299, 224)",0,1,0,1
"(300, 224)",0,0,1,0
"(301, 224)",1,1,0,1
"(302, 224)",1,0,1,0
"(303, 224)",0,1,0,1
"(304, 224)",1,0,1,0
"(305, 224)",0,1,0,1
"(306, 224)",0,0,1,0
"(307, 224)",1,1,0,0
"(308, 224)",1,0,0,1
"(309, 224)",0,1,1,0
"(310, 224)",1,1,0,0
"(311, 224)",0,1,0,1
"(312, 224)",0,0,1,1
"(313, 224)",0,0,1,1
"(314, 224)",0,1,1,0
"(315, 224)",1,1,0,0
"(316, 224)",1,0,0,1
"(317, 224)",0,0,1,1
"(318, 224)",1,0,1,0
"(319, 224)",0,1,0,1
"(320, 224)",0,1,1,0
"(321, 224)",1,0,0,1
"(322, 224)",0,1,1,0
"(323, 224)",0,1,0,1
"(324, 224)",1,0,1,0
"(325, 224)",0,1,0,1
"(326, 224)",1,0,1,0
"(327, 224)",0,1,0,0
"(328, 224)",1,0,0,1
"(329, 224)",0,0,1,1
"(330, 224)",0,0,1,1
"(331, 224)",1,0,1,1
"(332, 224)",1,0,1,0
"(333, 224)",0,1,0,1
"(334, 224)",1,0,1,0
"(335, 224)",0,1,0,1
"(336, 224)",1,1,1,0
"(337, 224)",0,1,0,1
"(338, 224)",1,0,1,0
"(339, 224)",1,0,0,0
"(340, 224)",0,1,0,1
"(341, 224)",1,0,1,0
"(342, 224)",1,0,0,1
"(343, 224)",0,0,1,1
"(344, 224)",0,1,1,0
"(345, 224)",0,1,0,0
"(346, 224)",0,1,0,1
"(347, 224)",0,0,1,1
"(348, 224)",1,0,1,1
"(349, 224)",1,0,1,0
"(350, 224)",0,1,0,1
"(351, 224)",0,1,1,0
"(352, 224)",1,1,0,0
"(353, 224)",1,0,0,1
"(354, 224)",0,1,1,0
"(355, 224)",0,1,0,1
"(356, 224)",1,0,1,0
"(357, 224)",0,1,0,1
"(358, 224)",0,0,1,1
"(359, 224)",1,0,1,0
"(360, 224)",1,0,0,1
"(361, 224)",0,1,1,1
"(362, 224)",0,0,1,0
"(363, 224)",0,1,0,1
"(364, 224)",0,0,1,1
"(365, 224)",0,1,1,1
"(366, 224)",0,1,1,0
"(367, 224)",0,1,0,1
"(368, 224)",1,0,1,0
"(369, 224)",1,1,0,0
"(370, 224)",1,0,0,0
"(371, 224)",1,0,0,1
"(372, 224)",1,0,1,1
"(373, 224)",0,0,1,1
"(374, 224)",0,0,1,0
"(375, 224)",1,1,0,1
"(376, 224)",0,0,1,1
"(377, 224)",0,1,1,0
"(378, 224)",1,0,0,1
"(379, 224)",0,0,1,1
"(380, 224)",0,1,1,0
"(381, 224)",1,0,0,1
"(382, 224)",0,0,1,1
"(383, 224)",0,1,1,1
"(384, 224)",0,1,1,0
"(385, 224)",0,1,0,1
"(386, 224)",1,0,1,0
"(387, 224)",1,1,0,0
"(388, 224)",1,1,0,0
"(389, 224)",1,0,0,0
"(390, 224)",0,1,0,1
"(391, 224)",0,0,1,1
"(392, 224)",0,0,1,1
"(393, 224)",1,0,1,1
"(394, 224)",0,0,1,0
"(395, 224)",0,1,0,1
"(396, 224)",1,0,1,0
"(397, 224)",1,1,0,0
"(398, 224)",1,1,0,0
"(399, 224)",1,0,0,1
"(400, 224)",1,1,1,0
"(1, 225)",1,0,0,1
"(2, 225)",0,1,1,0
"(3, 225)",1,1,0,0
"(4, 225)",1,0,0,1
"(5, 225)",1,1,1,0
"(6, 225)",1,0,0,1
"(7, 225)",0,1,1,0
"(8, 225)",1,1,0,0
"(9, 225)",1,1,0,0
"(10, 225)",1,0,0,0
"(11, 225)",0,1,0,1
"(12, 225)",1,0,1,0
"(13, 225)",0,1,0,1
"(14, 225)",0,0,1,1
"(15, 225)",0,0,1,1
"(16, 225)",0,0,1,1
"(17, 225)",0,0,1,1
"(18, 225)",0,1,1,0
"(19, 225)",1,1,0,1
"(20, 225)",1,0,1,0
"(21, 225)",1,0,0,1
"(22, 225)",0,1,1,0
"(23, 225)",1,0,0,1
"(24, 225)",0,1,1,0
"(25, 225)",1,0,0,1
"(26, 225)",0,0,1,1
"(27, 225)",1,0,1,0
"(28, 225)",1,1,0,0
"(29, 225)",0,1,0,1
"(30, 225)",1,0,1,0
"(31, 225)",1,0,0,0
"(32, 225)",0,1,0,1
"(33, 225)",1,0,1,0
"(34, 225)",0,0,0,1
"(35, 225)",1,1,1,0
"(36, 225)",1,1,0,0
"(37, 225)",1,0,0,1
"(38, 225)",1,0,1,0
"(39, 225)",1,0,0,1
"(40, 225)",1,0,1,0
"(41, 225)",0,1,0,1
"(42, 225)",1,0,1,0
"(43, 225)",0,1,0,0
"(44, 225)",1,1,0,1
"(45, 225)",0,0,1,1
"(46, 225)",0,0,1,0
"(47, 225)",0,1,0,1
"(48, 225)",1,1,1,0
"(49, 225)",1,0,0,1
"(50, 225)",0,1,1,0
"(51, 225)",0,1,0,1
"(52, 225)",0,0,1,1
"(53, 225)",1,0,1,1
"(54, 225)",0,0,1,1
"(55, 225)",1,0,1,0
"(56, 225)",1,1,0,1
"(57, 225)",0,0,1,1
"(58, 225)",1,0,1,0
"(59, 225)",0,1,0,1
"(60, 225)",0,1,1,0
"(61, 225)",0,1,0,1
"(62, 225)",0,1,1,0
"(63, 225)",1,0,0,1
"(64, 225)",0,0,1,1
"(65, 225)",1,0,1,0
"(66, 225)",1,1,0,0
"(67, 225)",1,0,0,1
"(68, 225)",0,0,1,0
"(69, 225)",1,1,0,0
"(70, 225)",1,1,0,0
"(71, 225)",1,0,0,1
"(72, 225)",0,0,1,1
"(73, 225)",1,0,1,0
"(74, 225)",1,1,0,0
"(75, 225)",0,0,0,1
"(76, 225)",0,1,1,1
"(77, 225)",0,0,1,1
"(78, 225)",1,0,1,1
"(79, 225)",1,0,1,0
"(80, 225)",1,1,0,0
"(81, 225)",0,1,0,1
"(82, 225)",0,1,1,0
"(83, 225)",0,0,0,1
"(84, 225)",0,0,1,1
"(85, 225)",0,1,1,0
"(86, 225)",1,1,0,0
"(87, 225)",1,0,0,1
"(88, 225)",0,1,1,0
"(89, 225)",1,1,0,0
"(90, 225)",1,0,0,1
"(91, 225)",0,1,1,0
"(92, 225)",1,1,0,0
"(93, 225)",1,0,0,1
"(94, 225)",0,1,1,1
"(95, 225)",0,0,1,1
"(96, 225)",1,0,1,0
"(97, 225)",1,1,0,0
"(98, 225)",0,1,0,0
"(99, 225)",1,0,0,1
"(100, 225)",0,1,1,0
"(101, 225)",0,1,0,1
"(102, 225)",0,0,1,1
"(103, 225)",0,0,1,1
"(104, 225)",0,1,1,0
"(105, 225)",1,0,0,1
"(106, 225)",0,0,1,1
"(107, 225)",1,0,1,1
"(108, 225)",0,1,1,0
"(109, 225)",0,1,0,1
"(110, 225)",0,1,1,0
"(111, 225)",1,0,0,1
"(112, 225)",0,1,1,0
"(113, 225)",0,1,0,1
"(114, 225)",1,0,1,0
"(115, 225)",1,1,0,0
"(116, 225)",1,0,0,0
"(117, 225)",1,1,0,0
"(118, 225)",0,1,0,1
"(119, 225)",0,0,1,1
"(120, 225)",1,0,1,0
"(121, 225)",1,0,0,1
"(122, 225)",1,0,1,0
"(123, 225)",0,1,0,1
"(124, 225)",1,0,1,0
"(125, 225)",1,1,0,0
"(126, 225)",1,0,0,0
"(127, 225)",0,1,0,1
"(128, 225)",0,1,1,0
"(129, 225)",0,1,0,1
"(130, 225)",1,0,1,0
"(131, 225)",0,1,0,1
"(132, 225)",0,1,1,0
"(133, 225)",1,0,0,1
"(134, 225)",1,0,1,0
"(135, 225)",0,1,0,1
"(136, 225)",0,1,1,0
"(137, 225)",1,1,0,0
"(138, 225)",1,0,0,0
"(139, 225)",0,1,0,1
"(140, 225)",0,0,1,1
"(141, 225)",1,1,1,0
"(142, 225)",0,1,0,1
"(143, 225)",0,0,1,1
"(144, 225)",1,0,1,0
"(145, 225)",0,1,0,1
"(146, 225)",0,0,1,1
"(147, 225)",0,0,1,1
"(148, 225)",1,0,1,0
"(149, 225)",1,1,0,0
"(150, 225)",1,0,0,0
"(151, 225)",1,1,0,0
"(152, 225)",0,1,0,1
"(153, 225)",1,0,1,1
"(154, 225)",1,0,1,0
"(155, 225)",0,1,0,1
"(156, 225)",0,0,1,1
"(157, 225)",1,0,1,0
"(158, 225)",1,1,0,0
"(159, 225)",1,0,0,1
"(160, 225)",0,0,1,1
"(161, 225)",0,0,1,1
"(162, 225)",1,0,1,0
"(163, 225)",0,1,0,0
"(164, 225)",0,1,0,1
"(165, 225)",0,1,1,0
"(166, 225)",1,1,0,0
"(167, 225)",0,1,0,0
"(168, 225)",1,1,0,0
"(169, 225)",0,0,0,1
"(170, 225)",1,0,1,0
"(171, 225)",0,1,0,1
"(172, 225)",0,0,1,1
"(173, 225)",0,1,1,0
"(174, 225)",0,0,0,1
"(175, 225)",1,1,1,0
"(176, 225)",1,1,0,1
"(177, 225)",0,1,1,0
"(178, 225)",1,0,0,1
"(179, 225)",1,0,1,0
"(180, 225)",1,1,0,0
"(181, 225)",1,0,0,1
"(182, 225)",0,1,1,0
"(183, 225)",1,1,0,0
"(184, 225)",1,0,0,1
"(185, 225)",0,0,1,1
"(186, 225)",0,0,1,1
"(187, 225)",0,0,1,1
"(188, 225)",1,0,1,1
"(189, 225)",1,0,1,0
"(190, 225)",1,1,0,0
"(191, 225)",0,1,0,1
"(192, 225)",0,1,1,0
"(193, 225)",0,0,0,1
"(194, 225)",0,0,1,1
"(195, 225)",0,0,1,1
"(196, 225)",0,0,1,1
"(197, 225)",0,0,1,1
"(198, 225)",1,0,1,1
"(199, 225)",1,0,1,1
"(200, 225)",0,0,1,0
"(201, 225)",1,0,0,1
"(202, 225)",1,0,1,0
"(203, 225)",0,1,0,1
"(204, 225)",1,0,1,0
"(205, 225)",1,0,0,1
"(206, 225)",0,0,1,0
"(207, 225)",1,1,0,1
"(208, 225)",0,0,1,1
"(209, 225)",0,1,1,0
"(210, 225)",1,1,0,0
"(211, 225)",1,0,0,1
"(212, 225)",1,0,1,1
"(213, 225)",0,0,1,0
"(214, 225)",1,0,0,1
"(215, 225)",0,1,1,0
"(216, 225)",1,0,0,1
"(217, 225)",0,1,1,0
"(218, 225)",1,0,0,1
"(219, 225)",1,0,1,0
"(220, 225)",1,0,0,1
"(221, 225)",1,0,1,0
"(222, 225)",0,0,0,1
"(223, 225)",1,0,1,1
"(224, 225)",1,0,1,1
"(225, 225)",0,1,1,0
"(226, 225)",1,0,0,1
"(227, 225)",0,1,1,1
"(228, 225)",0,1,1,0
"(229, 225)",0,1,0,1
"(230, 225)",0,1,1,0
"(231, 225)",1,0,0,1
"(232, 225)",1,0,1,0
"(233, 225)",0,1,0,0
"(234, 225)",0,1,0,1
"(235, 225)",0,0,1,1
"(236, 225)",1,0,1,1
"(237, 225)",1,0,1,0
"(238, 225)",1,1,0,0
"(239, 225)",1,1,0,0
"(240, 225)",0,1,0,1
"(241, 225)",1,0,1,0
"(242, 225)",1,1,0,0
"(243, 225)",1,1,0,0
"(244, 225)",0,0,0,1
"(245, 225)",0,0,1,1
"(246, 225)",0,1,1,0
"(247, 225)",0,1,0,1
"(248, 225)",1,0,1,0
"(249, 225)",0,0,0,1
"(250, 225)",1,0,1,0
"(251, 225)",1,1,0,0
"(252, 225)",0,1,0,1
"(253, 225)",0,1,1,0
"(254, 225)",1,1,0,1
"(255, 225)",0,1,1,0
"(256, 225)",1,1,0,0
"(257, 225)",1,1,0,0
"(258, 225)",0,0,0,1
"(259, 225)",1,0,1,1
"(260, 225)",0,0,1,1
"(261, 225)",0,0,1,1
"(262, 225)",0,1,1,1
"(263, 225)",1,0,1,0
"(264, 225)",0,0,0,1
"(265, 225)",1,0,1,0
"(266, 225)",0,1,0,1
"(267, 225)",0,0,1,1
"(268, 225)",0,0,1,1
"(269, 225)",1,0,1,0
"(270, 225)",1,1,0,1
"(271, 225)",0,1,1,0
"(272, 225)",0,1,0,1
"(273, 225)",0,1,1,0
"(274, 225)",1,0,0,1
"(275, 225)",0,1,1,0
"(276, 225)",1,0,0,0
"(277, 225)",1,1,0,0
"(278, 225)",1,1,0,0
"(279, 225)",1,0,0,1
"(280, 225)",1,0,1,0
"(281, 225)",1,1,0,0
"(282, 225)",1,1,0,0
"(283, 225)",1,1,0,0
"(284, 225)",0,1,0,1
"(285, 225)",1,0,1,0
"(286, 225)",1,1,0,0
"(287, 225)",0,0,0,1
"(288, 225)",0,1,1,1
"(289, 225)",1,1,1,0
"(290, 225)",0,1,0,0
"(291, 225)",0,1,0,1
"(292, 225)",1,0,1,0
"(293, 225)",1,0,0,1
"(294, 225)",0,0,1,0
"(295, 225)",1,0,0,1
"(296, 225)",0,0,1,1
"(297, 225)",1,0,1,0
"(298, 225)",1,1,0,0
"(299, 225)",1,0,0,1
"(300, 225)",1,0,1,0
"(301, 225)",0,1,0,0
"(302, 225)",0,1,0,1
"(303, 225)",1,0,1,0
"(304, 225)",1,1,0,0
"(305, 225)",1,0,0,1
"(306, 225)",0,0,1,1
"(307, 225)",0,1,1,0
"(308, 225)",0,1,0,1
"(309, 225)",1,0,1,0
"(310, 225)",1,1,0,0
"(311, 225)",0,0,0,1
"(312, 225)",0,0,1,1
"(313, 225)",0,0,1,1
"(314, 225)",1,0,1,1
"(315, 225)",1,1,1,0
"(316, 225)",1,1,0,0
"(317, 225)",1,0,0,0
"(318, 225)",0,1,0,1
"(319, 225)",0,0,1,1
"(320, 225)",1,0,1,0
"(321, 225)",0,1,0,1
"(322, 225)",0,0,1,1
"(323, 225)",0,0,1,1
"(324, 225)",0,1,1,1
"(325, 225)",1,0,1,0
"(326, 225)",0,1,0,1
"(327, 225)",1,0,1,0
"(328, 225)",1,1,0,1
"(329, 225)",0,0,1,0
"(330, 225)",1,0,0,1
"(331, 225)",0,1,1,0
"(332, 225)",1,1,0,1
"(333, 225)",0,0,1,1
"(334, 225)",0,1,1,0
"(335, 225)",1,0,0,0
"(336, 225)",1,1,0,0
"(337, 225)",1,0,0,0
"(338, 225)",1,1,0,0
"(339, 225)",1,1,0,0
"(340, 225)",1,0,0,1
"(341, 225)",1,1,1,0
"(342, 225)",0,1,0,1
"(343, 225)",1,0,1,0
"(344, 225)",0,0,0,1
"(345, 225)",1,0,1,1
"(346, 225)",0,0,1,1
"(347, 225)",1,0,1,0
"(348, 225)",0,1,0,0
"(349, 225)",1,1,0,1
"(350, 225)",0,0,1,1
"(351, 225)",1,0,1,0
"(352, 225)",1,1,0,0
"(353, 225)",1,1,0,0
"(354, 225)",1,0,0,1
"(355, 225)",0,0,1,1
"(356, 225)",0,1,1,0
"(357, 225)",1,0,0,1
"(358, 225)",1,0,1,0
"(359, 225)",0,1,0,1
"(360, 225)",1,1,1,0
"(361, 225)",1,0,0,1
"(362, 225)",1,0,1,1
"(363, 225)",0,0,1,1
"(364, 225)",0,0,1,0
"(365, 225)",1,0,0,1
"(366, 225)",1,0,1,0
"(367, 225)",1,0,0,1
"(368, 225)",0,1,1,0
"(369, 225)",1,1,0,0
"(370, 225)",1,1,0,1
"(371, 225)",0,1,1,0
"(372, 225)",0,1,0,1
"(373, 225)",0,0,1,1
"(374, 225)",1,0,1,0
"(375, 225)",1,1,0,0
"(376, 225)",1,0,0,0
"(377, 225)",1,0,0,1
"(378, 225)",0,1,1,0
"(379, 225)",1,0,0,1
"(380, 225)",1,0,1,0
"(381, 225)",0,1,0,1
"(382, 225)",0,0,1,1
"(383, 225)",0,0,1,1
"(384, 225)",1,0,1,1
"(385, 225)",0,0,1,0
"(386, 225)",1,1,0,0
"(387, 225)",1,1,0,1
"(388, 225)",0,1,1,0
"(389, 225)",1,1,0,0
"(390, 225)",1,0,0,1
"(391, 225)",0,0,1,1
"(392, 225)",1,0,1,0
"(393, 225)",1,1,0,0
"(394, 225)",1,0,0,1
"(395, 225)",0,0,1,1
"(396, 225)",0,1,1,0
"(397, 225)",1,1,0,0
"(398, 225)",0,1,0,1
"(399, 225)",0,1,1,0
"(400, 225)",1,1,0,0
"(1, 226)",1,1,0,1
"(2, 226)",1,0,1,0
"(3, 226)",0,1,0,1
"(4, 226)",0,1,1,0
"(5, 226)",0,1,0,0
"(6, 226)",0,1,0,1
"(7, 226)",1,0,1,0
"(8, 226)",1,1,0,0
"(9, 226)",1,1,0,1
"(10, 226)",0,1,1,0
"(11, 226)",1,0,0,1
"(12, 226)",1,1,1,0
"(13, 226)",1,0,0,1
"(14, 226)",1,0,1,0
"(15, 226)",0,0,0,1
"(16, 226)",0,0,1,1
"(17, 226)",1,0,1,1
"(18, 226)",1,0,1,1
"(19, 226)",0,1,1,0
"(20, 226)",0,1,0,0
"(21, 226)",1,1,0,0
"(22, 226)",1,0,0,1
"(23, 226)",0,1,1,0
"(24, 226)",1,0,0,1
"(25, 226)",0,1,1,0
"(26, 226)",0,0,0,1
"(27, 226)",0,1,1,1
"(28, 226)",1,1,1,0
"(29, 226)",1,0,0,0
"(30, 226)",0,1,0,1
"(31, 226)",0,1,1,1
"(32, 226)",1,0,1,0
"(33, 226)",0,1,0,1
"(34, 226)",1,0,1,0
"(35, 226)",1,1,0,0
"(36, 226)",1,1,0,0
"(37, 226)",1,1,0,0
"(38, 226)",0,1,0,1
"(39, 226)",1,1,1,0
"(40, 226)",0,1,0,1
"(41, 226)",0,0,1,1
"(42, 226)",0,1,1,0
"(43, 226)",1,0,0,1
"(44, 226)",1,1,1,0
"(45, 226)",1,0,0,1
"(46, 226)",0,0,1,1
"(47, 226)",0,0,1,1
"(48, 226)",0,1,1,0
"(49, 226)",1,1,0,0
"(50, 226)",1,0,0,1
"(51, 226)",1,0,1,1
